Operation,Level,Operator,Time,Source,Terminal IP Address,Operation Object,Result,Details
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:33 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=715,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=255,WEIGHT=100,DESC=""To huawei AA_SGW02_2"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:33 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=713,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei HQ SGW02_2"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:33 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=713,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei HQ SGW02_2"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:32 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=711,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei HQ SGW02"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:32 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=711,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei HQ SGW02"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:32 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=701,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei HQ SGW01"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:32 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=701,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei HQ SGW01"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:32 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=5,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei AA VSGW01"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:32 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=5,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei AA VSGW01"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:31 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=2,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei HQ VSGW01"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:31 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=2,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei HQ VSGW01"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:31 +03:00",MmlService,192.168.19.129,HQ-vUSN,Failed,"Function:[Configuration Management][MML Command]
ADD TAILAI: BGNTAI=""416010BB3"", ENDTAI=""416010BB3"", SUBRANGE=ALL_USER, LAI=""416010BB1"";
LAI does not exist."
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:31 +03:00",MmlService,192.168.19.129,AA-vUSN,Failed,"Function:[Configuration Management][MML Command]
ADD TAILAI: BGNTAI=""416010BB3"", ENDTAI=""416010BB3"", SUBRANGE=ALL_USER, LAI=""416010BB1"";
LAI does not exist."
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:31 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD TALST: TALISTID=29, TAI=""416010BB3"", DESC=""Mapping LAC 2993"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:30 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD TALST: TALISTID=29, TAI=""416010BB3"", DESC=""Mapping LAC 2993"";"
Subscribe Result,Warning,Kareem.ElKhatib,"	16/09/2025 14:07:55 +03:00",Fars Service,192.168.27.29,Trace Task Name:20250916_140730,Successful,"Function:[Trace Management][Subscribe] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:152289 
Task Name:20250916_140730 
Creator:Kareem.ElKhatib 
NE List:5819-UL_Ain_Albaida_City_PB_Fiber_TASC 
Source:System 
Error Cause:N/A 
Remarks:
"
Create Trace Task,Minor,Kareem.ElKhatib,"	16/09/2025 14:07:45 +03:00",Fars Service,192.168.27.29,Trace Task Name:20250916_140730,Successful,"Function:[Trace Management][Task Management] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:152289 
Task Name:20250916_140730 
Creator:Kareem.ElKhatib 
NE List:5819-UL_Ain_Albaida_City_PB_Fiber_TASC 
Source:System 
Error Cause:N/A 
Remarks:
"
Transparent transmission of MML commands,Risk,abdallah.alomari,"	16/09/2025 14:07:44 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
RST BRD:CN=0,SRN=80,SN=0,FOCRST=YES;"
Query Trace Server Ftp Information,Minor,admin,"	16/09/2025 14:07:43 +03:00",Data Collection,10.119.10.104,OSS,Successful,"Function: [Data Collection Management][Basic Information Collection]
Query Trace Server Ftp Information Successful"
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:07:24 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
LST RRU:;"
query current activities,Minor,Ayman.Al-Sayyed,"	16/09/2025 14:07:21 +03:00",OSSFaceService,172.17.218.12,query current activities,Successful,query current activities
Query the operator type,Minor,Ayman.Al-Sayyed,"	16/09/2025 14:07:20 +03:00",NBIMgmtService,172.17.218.12,Obtain the operator type,Failed,Failed:Query the current operator type
Transparent transmission of MML commands,Minor,Kareem.ElKhatib,"	16/09/2025 14:05:46 +03:00",MmlService,192.168.27.29,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
DSP MMCTX:QUERYOPT=BYMSISDN,MSISDN=""962791130538 "";"
Transparent transmission of MML commands,Minor,Kareem.ElKhatib,"	16/09/2025 14:05:46 +03:00",MmlService,192.168.27.29,AA-vUSN,Failed,"Function:[Configuration Management][MML Command]
DSP MMCTX:QUERYOPT=BYMSISDN,MSISDN=""962791130538 "";
Record does not exist."
Update MAE Preference,Minor,abdallah.alomari,"	16/09/2025 14:05:43 +03:00",OSSFaceService,192.168.27.168,MAE Preference,Successful,"Update the interface Access.Topology.CellList's value to '{""columns"":[""0;101.75px;1"",""1;184.75px;1"",""2;146.675px;1"",""3;146.675px;1"",""4;497.5500183105469px;1"",""5;151.75px;1"",""6;146.675px;1"",""7;146.675px;1"",""8;146.675px;1"",""9;146.675px;1"",""10;100px;0""],""sortColumn"":{""id"":3,""sort"":null,""cid"":3}}'."
query current activities,Minor,abdallah.alomari,"	16/09/2025 14:05:36 +03:00",OSSFaceService,192.168.27.168,query current activities,Successful,query current activities
Query the operator type,Minor,abdallah.alomari,"	16/09/2025 14:05:36 +03:00",NBIMgmtService,192.168.27.168,Obtain the operator type,Failed,Failed:Query the current operator type
Transparent transmission of MML commands,Minor,MustafaAll,"	16/09/2025 14:04:09 +03:00",MmlService,192.168.19.208,HQ2-UNC01,Successful,"Function:[Configuration Management][MML Command]
DSP SMUSERNUM:QRY_SCOPE=SUMMARY,QRY_CLASS=APN,APN=""ims"";"
Transparent transmission of MML commands,Minor,MustafaAll,"	16/09/2025 14:03:52 +03:00",MmlService,192.168.19.208,HQ2-UNC01,Successful,"Function:[Configuration Management][MML Command]
DSP SMUSERNUM:QRY_SCOPE=SUMMARY,QRY_CLASS=APN,APN=""zain"";"
Stop Trace Task,Warning,Kareem.ElKhatib,"	16/09/2025 14:03:30 +03:00",Fars Service,192.168.27.29,Trace Task Name:20250916_140205,Successful,"Function:[Trace Management][Task Management] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:152288 
Task Name:20250916_140205 
Creator:Kareem.ElKhatib 
NE List:873-UL_Karak_Rabbah_TASC_O 
Source:System 
Error Cause:N/A 
Remarks:
"
Transparent transmission of MML commands,Minor,MustafaAll,"	16/09/2025 14:02:55 +03:00",MmlService,192.168.19.208,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
LST DNSN:FQDN=""zain.apn.epc.mnc001.mcc416.3gppnetwork.org"";"
Transparent transmission of MML commands,Minor,MustafaAll,"	16/09/2025 14:02:55 +03:00",MmlService,192.168.19.208,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
LST DNSN:FQDN=""zain.apn.epc.mnc001.mcc416.3gppnetwork.org"";"
Transparent transmission of MML commands,Minor,mohammad.jabali,"	16/09/2025 14:02:55 +03:00",MmlService,192.168.19.209,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
DSP RETSUBUNIT:;"
Transparent transmission of MML commands,Minor,mohammad.jabali,"	16/09/2025 14:02:51 +03:00",MmlService,192.168.19.209,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
DSP RETSUBUNIT:;"
Transparent transmission of MML commands,Minor,MustafaAll,"	16/09/2025 14:02:47 +03:00",MmlService,192.168.19.208,HQ-vUSN,Failed,"Function:[Configuration Management][MML Command]
LST DNSN:FQDN=""zain.apn.epc.mnc001.mcc416.egppnetwork.org"";
There is no data in the table."
Transparent transmission of MML commands,Minor,MustafaAll,"	16/09/2025 14:02:47 +03:00",MmlService,192.168.19.208,AA-vUSN,Failed,"Function:[Configuration Management][MML Command]
LST DNSN:FQDN=""zain.apn.epc.mnc001.mcc416.egppnetwork.org"";
There is no data in the table."
Transparent transmission of MML commands,Minor,mohammad.jabali,"	16/09/2025 14:02:37 +03:00",MmlService,192.168.19.209,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
DSP RETSUBUNIT:;"
Transparent transmission of MML commands,Risk,mohammad.jabali,"	16/09/2025 14:02:27 +03:00",MmlService,192.168.19.209,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
MOD RETSUBUNIT:DEVICENO=42,SUBUNITNO=1,TILT=30;"
Transparent transmission of MML commands,Risk,mohammad.jabali,"	16/09/2025 14:02:26 +03:00",MmlService,192.168.19.209,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
MOD RETSUBUNIT:DEVICENO=32,SUBUNITNO=1,TILT=30;"
Subscribe Result,Warning,Kareem.ElKhatib,"	16/09/2025 14:02:23 +03:00",Fars Service,192.168.27.29,Trace Task Name:20250916_140205,Successful,"Function:[Trace Management][Subscribe] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:152288 
Task Name:20250916_140205 
Creator:Kareem.ElKhatib 
NE List:873-UL_Karak_Rabbah_TASC_O 
Source:System 
Error Cause:N/A 
Remarks:
"
query current activities,Minor,Ayman.Al-Sayyed,"	16/09/2025 14:02:19 +03:00",OSSFaceService,172.17.218.12,query current activities,Successful,query current activities
Query the operator type,Minor,Ayman.Al-Sayyed,"	16/09/2025 14:02:18 +03:00",NBIMgmtService,172.17.218.12,Obtain the operator type,Failed,Failed:Query the current operator type
Create Trace Task,Minor,Kareem.ElKhatib,"	16/09/2025 14:02:17 +03:00",Fars Service,192.168.27.29,Trace Task Name:20250916_140205,Successful,"Function:[Trace Management][Task Management] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:152288 
Task Name:20250916_140205 
Creator:Kareem.ElKhatib 
NE List:873-UL_Karak_Rabbah_TASC_O 
Source:System 
Error Cause:N/A 
Remarks:
"
Transparent transmission of MML commands,Minor,MustafaAll,"	16/09/2025 14:02:10 +03:00",MmlService,192.168.19.208,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
LST IPV4DNSH:HOSTNAME=""zain.mnc001.mcc416.gprs"";"
Transparent transmission of MML commands,Minor,MustafaAll,"	16/09/2025 14:02:10 +03:00",MmlService,192.168.19.208,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
LST IPV4DNSH:HOSTNAME=""zain.mnc001.mcc416.gprs"";"
Transparent transmission of MML commands,Minor,MustafaAll,"	16/09/2025 14:01:26 +03:00",MmlService,192.168.19.208,HQ2-UNC01,Successful,"Function:[Configuration Management][MML Command]
DSP SMUSERNUM:QRY_SCOPE=SUMMARY,QRY_CLASS=APN,APN=""zain"";"
Transparent transmission of MML commands,Minor,mohammad.jabali,"	16/09/2025 14:01:26 +03:00",MmlService,192.168.19.209,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
DSP RETSUBUNIT:;"
Transparent transmission of MML commands,Minor,MustafaAll,"	16/09/2025 14:01:20 +03:00",MmlService,192.168.19.208,HQ2-UNC01,Successful,"Function:[Configuration Management][MML Command]
DSP SMUSERNUM:QRY_SCOPE=SUMMARY,QRY_CLASS=APN,APN=""zainhspa4"";"
Transparent transmission of MML commands,Minor,Kareem.ElKhatib,"	16/09/2025 14:01:05 +03:00",MmlService,192.168.27.29,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
DSP MMCTX:QUERYOPT=BYMSISDN,MSISDN=""962798169890 "";"
Transparent transmission of MML commands,Minor,Kareem.ElKhatib,"	16/09/2025 14:01:05 +03:00",MmlService,192.168.27.29,AA-vUSN,Failed,"Function:[Configuration Management][MML Command]
DSP MMCTX:QUERYOPT=BYMSISDN,MSISDN=""962798169890 "";
Record does not exist."
LCM/CSM Performance Report,Warning,restUserForU2000,"	16/09/2025 14:00:54 +03:00",VNFM,10.253.100.107,OSS,Successful,Operation success
LCM/CSM Performance Report,Warning,restUserForU2000,"	16/09/2025 14:00:25 +03:00",VNFM,10.253.124.166,OSS,Successful,Operation success
Query Trace Server Ftp Information,Minor,smart_optz_user,"	16/09/2025 14:00:01 +03:00",Data Collection,10.33.30.152,OSS,Successful,"Function: [Data Collection Management][Basic Information Collection]
Query Trace Server Ftp Information Successful"
Start monitoring,Minor,smart_optz_user,"	16/09/2025 14:00:00 +03:00",Data Collection,10.33.30.152,OSS,Successful,"Function: [Data Collection Management][Basic Information Collection]
Start monitoring NE connection status
----------------------------------------
NE type list: BTS3900 WCDMA,BSC6900GSM,BSC6900UMTS,BTS3900,BTS3900 LTE,BSC6910UMTS,BTS5900,BTS5900 WCDMA,
Current NE type list: BTS3900 WCDMA,BSC6900GSM,BSC6900UMTS,BTS3900,BTS3900 LTE,BSC6910UMTS,BTS5900,BTS5900 WCDMA,
"
Get unieye mode list,Minor,Sami.Shehadeh,"	16/09/2025 13:59:53 +03:00",CMEFaceService,192.168.27.67,Get unieye mode list,Successful,Get unieye mode list
find opened planned area,Minor,Sami.Shehadeh,"	16/09/2025 13:59:53 +03:00",CMEFaceService,192.168.27.67,find opened planned area,Successful,find opened planned area
queryAreas,Minor,Sami.Shehadeh,"	16/09/2025 13:59:53 +03:00",CMEFaceService,192.168.27.67,queryAreas,Successful,queryAreas
Opening the Planned Area,Warning,Sami.Shehadeh,"	16/09/2025 13:59:42 +03:00",CMEServer,192.168.27.67,The Planned Area(6350-1),Successful,[Result]:Successful.
Creating the Planned Area,Minor,Sami.Shehadeh,"	16/09/2025 13:59:39 +03:00",CMEServer,192.168.27.67,The Planned Area(6350-1),Successful,"[Consume(s)]: 299
[Added NE Count]: 3804
[Result]: Processing 1001-ULT_BSC_Dwaik_PA_Fiber_TASC_O, 1002-ULT_Zawahrah_PB_Fiber_TASC, 1003-ULT_Jabal_Tareq_Police_Station_PB_Fiber_TASC, 1004-ULT_Zawahrah_2_PE_EBand_TASC, 1005-ULT_Zarqa_Madina_Monawara_PD_EBand_TASC_O, 1006-ULT_Zawahrah_End_PD_Fiber_TASC, 1007-UL_Falah_Ave_PF_O, 1008-UL_Zawahrah_CRL_PC_Fiber_TASC_O, 1009-UL_Hay_Janaa_PE_TASC, 101-UL_Sweifieh_Olympia_PE_GPON_TASC, 1010-UL_Jabal_Zayton_Hospital_PD_EBand_TASC, 1011-UL_Prince_Rashid_CPLX_Zarqa_PF_O, 1012-UL_Awajan_Civil_Defence_PB_Fiber_TASC, 1013-UL_Wadi_Hajar_Region_2_PE_TASC_O, 1014-U_P_Falah_Ave_PF, 1015-UL_Jabal_Hassan_CTR_PF_TASC_O, 1016-UL_Zarqa_Madina_Ave_End_PE_UMN_O, 1017-UL_Zarqa_Quds_CRL_West_PF_TASC_O, 1018-UL_Princess_Haya_Ave_West_PF_TASC_O, 1019-UL_Wadi_Hajar_PE_TASC, 102-UL_Mango_Sweifieh_PD_Fiber_TASC, 1020-UL_Hay_Nuzha_2_PC_Fiber_TASC, 1021-UL_Jabal_Hassan_North_PF_TASC_O, 1022-ULT_Hay_Janaa_2_PC_EBand_TASC, 10..."
query current activities,Minor,Hassan.Bayiari,"	16/09/2025 13:59:05 +03:00",OSSFaceService,172.17.218.12,query current activities,Successful,query current activities
Query the operator type,Minor,Hassan.Bayiari,"	16/09/2025 13:59:05 +03:00",NBIMgmtService,172.17.218.12,Obtain the operator type,Failed,Failed:Query the current operator type
query current activities,Minor,Ayman.Al-Sayyed,"	16/09/2025 13:57:16 +03:00",OSSFaceService,172.17.218.12,query current activities,Successful,query current activities
Query the operator type,Minor,Ayman.Al-Sayyed,"	16/09/2025 13:57:15 +03:00",NBIMgmtService,172.17.218.12,Obtain the operator type,Failed,Failed:Query the current operator type
Transparent transmission of MML commands,Risk,murad.s,"	16/09/2025 13:56:42 +03:00",MmlService,192.168.19.205,BSC_AA_01,Successful,"Function:[Configuration Management][MML Command]
SET GCELLPRIEUTRANSYS:IDTYPE=BYNAME,CELLNAME=""689-Muwaqqar_Jail-D"",GERANPRI=7,UTRANPRI=5,EUTRANPRI=6;"
Transparent transmission of MML commands,Risk,murad.s,"	16/09/2025 13:55:21 +03:00",MmlService,192.168.19.205,BSC_AA_01,Successful,"Function:[Configuration Management][MML Command]
SET GCELLPRIEUTRANSYS:IDTYPE=BYNAME,CELLNAME=""602-Muwaqqar_Harraneh_Rd_PE_TASC-D"",GERANPRI=7,UTRANPRI=5,EUTRANPRI=6;"
Transparent transmission of MML commands,Minor,Kareem.ElKhatib,"	16/09/2025 13:55:05 +03:00",MmlService,192.168.27.29,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
DSP MMCTX:QUERYOPT=BYMSISDN,MSISDN=""962709062997 "";"
Transparent transmission of MML commands,Minor,Kareem.ElKhatib,"	16/09/2025 13:55:05 +03:00",MmlService,192.168.27.29,AA-vUSN,Failed,"Function:[Configuration Management][MML Command]
DSP MMCTX:QUERYOPT=BYMSISDN,MSISDN=""962709062997 "";
Record does not exist."
